Dep_Name,Dep_Eligible_Criteria
Computer Science,"['At least 60% marks in SSC (Matric) or an equivalent examination AND', 'At least 50% marks in the HSSC or an equivalent examination.', 'Must have studied Mathematics at the HSSC level.']"
